DATE_ENREGISTREMENT;ETAT;QUANTITE;NO_LICENCE;LIB_CIVILITE;NOM_PERSONNE;PRENOM_PERSONNE;DATE_NAISSANCE_PERSONNE;LIB_NATIONALITE;SEXE_PERSONNE;CODE_STRUCTURE;NOM_STRUCTURE;NOM_ABREGE_STRUCTURE;CODE_DEPARTEMENT;NOM_DEPARTEMENT;CODE_LIGUE;NOM_LIGUE;NOM_FEDERATION;LIB_SAISON;LIB_TARIF;TARIF;LICENCE_TRANSFERT;DUPLICATA;LIB_PRODUIT_ASSUR;PRODUIT_ASSUR;LIB_PRODUIT_ABONN;PRODUIT_ABONN;CODE_PRODUIT;LIB_TYPE_LICENCE;LIB_TYPE_LICENCE_ASSOCIE;CREATION_RENOUVELLEMENT;CODE_FAMILLE;LIB_FAMILLE;NUMERO_COMMANDE;DATE_COMMANDE;DATE_REGLEMENT;ETAT_COMMANDE;DEBUT_VALIDITE_LICENCE;FIN_VALIDITE_LICENCE;DATE_SOUSCRIPTION;DATE_VALIDATION;DATE_EDITION;ETAT_EDITION;LIB_SURCLASSEMENT;CODE_CATAGE;LIB_CATAGE;LIB_ACTIVITE;ACTIVITE_PRINCIPALE;DATE_CERTIFICAT_MEDICAL_CMNCI;TYPE_CERTIFICAT_MEDICAL_CMNCI;NOM_MEDECIN_CERTIFICAT_MEDICAL_CMNCI;NUM_MEDECIN_CERTIFICAT_MEDICAL_CMNCI;DATE_CERTIFICAT_MEDICAL_CMNCI_COMP;TYPE_CERTIFICAT_MEDICAL_CMNCI_COMP;NOM_MEDECIN_CERTIFICAT_MEDICAL_CMNCI_COMP;NUM_MEDECIN_CERTIFICAT_MEDICAL_CMNCI_COMP;ADRESSE_APPART_PERSONNE;ADRESSE_IMMEUBLE_PERSONNE;ADRESSE_RUE_PERSONNE;ADRESSE_LIEUDIT_PERSONNE;ADRESSE_CODE_POSTAL_PERSONNE;ADRESSE_VILLE_PERSONNE;ADRESSE_PAYS_PERSONNE;ADRESSE_CODEINSEE_PERSONNE;ADRESSE_EMAIL_PERSONNE;ADRESSE_EMAIL2_PERSONNE;ADRESSE_TEL1_PERSONNE;ADRESSE_TEL2_PERSONNE;ADRESSE_MOBILE1_PERSONNE;ADRESSE_MOBILE2_PERSONNE;ADRESSE_FAX1_PERSONNE;LONGITUDE;LATITUDE;AUTORISATION_DIFFUSION_ADRESSE;TAILLE
12/10/2021 07:17;Actif;1;166913M;M.;READING;CARL;02/21/2008;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;M;Minime;Arc Classique;;;;;;06/10/2021;Non contre ind. compétition;;;;;2 RUE DE BRUZ;;35310;BRÉAL-SOUS-MONTFORT;FRANCE;35310;carl_reading7185@gembat.biz;carl_reading7185@gembat.biz;06 17 40 23 81;06 65 16 81 70;;;;-1.8647544;48.0483933;Oui;
12/10/2021 07:29;Actif;1;934027R;Mme;LINDSAY;ROSA;02/21/2008;FR;Femme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;S3;Sénior 3;Arc à Poulies,Arc Classique;;;;;;22/09/2021;Non contre ind. compétition;;;;;2 RUE DE RENNES;;35137;BÉDÉE;FRANCE;35137;rosa_lindsay6306@joiniaa.com;;07 35 57 75 49;06 53 62 59 93;06 34 87 33 45;06 15 70 48 84;;-1.93766999245;48.1800003052;Oui;L
12/10/2021 10:06;Actif;1;797113A;M.;DANIELLS;JOHNATHAN;01/19/1986;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;B;Benjamin;Arc Classique;;;;;;12/10/2021;Non contre ind. compétition;;;;;HÔTEL DE VILLE;;35410;CHÂTEAUGIRON;FRANCE;35410;johnathan_daniells9598@mafthy.com;;06 13 17 85 83;06 42 22 86 62;06 41 31 86 74;;;-1.50176000595;48.0495567322;Oui;
12/10/2021 10:27;Actif;1;433823T;M.;PRICE;FRED;11/18/1967;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;S2;Sénior 2;Arc Classique;;;;;;30/08/2021;Non contre ind. compétition;;;;;2 RUE ABBÉ-LÉONARD;;35133;LE CHÂTELLIER;FRANCE;35133;fred_price7224@sheye.org;fred_price7224@sheye.org;06 92 14 61 27;06 47 82 68 35;;;;-1.25449500000002;48.415797;Non;S
12/10/2021 10:38;Actif;1;588616V;M.;MARSHALL;FRED;11/18/1967;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;S2;Sénior 2;Arc Classique;;;;;;23/09/2021;Non contre ind. compétition;;;;;4 RUE DE LA MAIRIE;;35120;ROZ-LANDRIEUX;FRANCE;35120;fred_marshall8609@atink.com;fred_marshall8609@atink.com;07 67 40 58 35;06 70 83 99 18;06 52 19 75 74;;;-1.75302004814;48.5495986938;Oui;L
12/10/2021 10:50;Actif;1;892826Z;M.;STEVENSON;TONY;03/24/1951;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;29,75;Non;Non;Assurance;ASSUR;;;P;Poussin;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;P;Poussin;Arc Classique;;;;;;09/09/2021;Non contre ind. compétition;;;;;11 RUE DES MARAIS;;35270;SAINT-LÉGER-DES-PRÉS;FRANCE;35270;tony_stevenson9390@bungar.biz;;07 61 91 16 85;06 39 69 22 37;07 98 48 39 12;;;-1.648593;48.39434;Non;
12/10/2021 11:10;Actif;1;611739J;Mme;JENNSON;SHAY;07/21/2008;FR;Femme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;C;Cadet;Arc Classique;;;;;;12/10/2021;Non contre ind. compétition;;;;;5 PLACE DU CALVAIRE;;35720;LANHÉLIN;FRANCE;35720;shay_jennson3838@zorer.org;shay_jennson3838@zorer.org;07 84 59 82 70;06 21 46 40 93;07 41 60 15 58;;;-1.828738;48.454954;Oui;
12/10/2021 11:26;Actif;1;764932F;M.;RUSSEL;JOHN;08/16/1968;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;S1;Sénior 1;Arc Classique;;;;;;05/10/2021;Non contre ind. compétition;;;;;1 PLACE DE L'ÉGLISE;;35390;SAINTE-ANNE-SUR-VILAINE;FRANCE;35390;john_russel3340@gmail.com;;07 93 49 23 24;06 23 18 98 73;07 69 87 85 30;;;-1.824916;47.730154;Oui;
12/10/2021 11:36;Actif;1;645163K;M.;PALMER;CARL;05/13/1967;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;S1;Sénior 1;Arc Classique;;;;;;27/09/2021;Non contre ind. compétition;;;;;37 RUE DE LA MAIRIE;;35330;LA CHAPELLE-BOUËXIC;FRANCE;35330;carl_palmer756@deons.tech;;06 18 94 88 98;07 11 46 66 97;;;;-1.89225995541;47.8856010437;Oui;L
12/10/2021 11:39;Actif;1;549337W;M.;JUDD;MARK;05/13/1967;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;12/10/2021;31/08/2022;12/10/2021;12/10/2021;13/10/2021;Editee;Aucun;S1;Sénior 1;Arc Classique;;;;;;27/09/2021;Non contre ind. compétition;;;;;9 RUE DU SCHISTE-VIOLET;;35310;SAINT-THURIAL;FRANCE;35310;mark_judd646@deavo.com;mark_judd646@deavo.com;06 97 76 19 35;07 43 17 36 13;;07 32 22 39 82;;-1.9329199791;48.026599884;Non;L
13/10/2021 12:07;Actif;1;168490U;Mme;GUNN;SCARLETT;05/13/1967;FR;Femme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;13/10/2021;31/08/2022;13/10/2021;13/10/2021;14/10/2021;Editee;Aucun;B;Benjamin;Arc Classique;;;;;;13/10/2021;Non contre ind. compétition;;;;;;AVENUE BOUZENAC;34980;SAINT-CLÉMENT-DE-RIVIÈRE;FRANCE;34980;scarlett_gunn1231@nanoff.biz;;06 22 73 84 17;07 12 36 45 81;06 67 52 59 84;;;3.84493994713;43.6755981445;Oui;
13/10/2021 12:12;Actif;1;381686G;M.;JOHN;ANTHONY;05/13/1967;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;13/10/2021;31/08/2022;13/10/2021;13/10/2021;14/10/2021;Editee;Aucun;C;Cadet;Arc Classique;;;;;;21/06/2021;Non contre ind. compétition;;;;;;PLACE DES DROITS-DE-L'HOMME;35230;SAINT-ERBLON;FRANCE;35230;anthony_john2977@kideod.biz;anthony_john2977@kideod.biz;07 33 53 72 15;06 99 60 62 83;;;;-1.651392;48.018007;Oui;M
13/10/2021 12:25;Actif;1;144909Z;M.;MCGREGOR;KIETH;09/18/1996;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;13/10/2021;31/08/2022;13/10/2021;13/10/2021;14/10/2021;Editee;Aucun;S1;Sénior 1;Arc Classique;;;;;;10/09/2021;Non contre ind. compétition;;;;;11 RUE DE LA MAIRIE;;35190;TRIMER;FRANCE;35190;kieth_mcgregor2986@tonsy.org;kieth_mcgregor2986@tonsy.org;06 51 72 76 60;07 36 41 34 80;07 34 97 55 89;;;-1.9040711;48.3971586;Oui;
13/10/2021 12:35;Actif;1;151406H;Mme;DOBSON;ADELINE;08/23/2009;FR;Femme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;60,75;Non;Non;Assurance;ASSUR;;;L;ADULTE Pratique en club;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;13/10/2021;31/08/2022;13/10/2021;13/10/2021;14/10/2021;Editee;Aucun;S2;Sénior 2;Arc Classique;;02/10/2019;Non contre indication Pratique;Dr CAROLE Ameline;35 1 08125 2;;;;;;;4 RUE JEAN-JOSEPH-CHEVREL;;35450;DOURDAIN;FRANCE;35450;adeline_dobson2685@tonsy.org;adeline_dobson2685@tonsy.org;07 44 91 91 83;07 84 83 52 44;06 91 54 82 25;;;-1.369693;48.193337;Oui;L
13/10/2021 06:40;Actif;1;798000P;M.;EMERSON;ROGER;09/18/1996;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;60,75;Non;Non;Assurance;ASSUR;;;L;ADULTE Pratique en club;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;13/10/2021;31/08/2022;13/10/2021;13/10/2021;14/10/2021;Editee;Aucun;S2;Sénior 2;Arc Classique;;06/10/2021;Non contre indication Pratique;Dr Renon;351044847;;;;;;;PLACE CHARLES-DE-GAULLE;;35831;BETTON CEDEX;FRANCE;35831;roger_emerson3533@brety.org;roger_emerson3533@brety.org;07 51 55 39 13;06 17 82 20 14;;07 43 68 53 90;;-1.639844;48.182901;Oui;
17/10/2021 02:49;Actif;1;273723U;M.;CHAPMAN;BRAD;04/29/1979;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;17/10/2021;31/08/2022;17/10/2021;17/10/2021;18/10/2021;Editee;Aucun;S1;Sénior 1;Arc Classique;;;;;;11/09/2021;Non contre ind. compétition;;;;;3 RUE DU TRAMWAY;;35330;BOVEL;FRANCE;35330;brad_chapman3430@typill.biz;brad_chapman3430@typill.biz;06 71 42 18 20;07 15 99 73 51;07 63 47 37 21;06 20 20 51 81;;-1.9771900177;47.9502944946;Non;S
17/10/2021 07:40;Actif;1;128468J;M.;CADMAN;MAXWELL;09/20/1946;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;17/10/2021;31/08/2022;17/10/2021;17/10/2021;18/10/2021;Editee;Aucun;M;Minime;Arc Classique;;;;;;29/09/2021;Non contre ind. compétition;;;;;;2 RUE ANNE-DE-BRETAGNE;35390;LA DOMINELAIS;FRANCE;35390;maxwell_cadman1333@twace.org;maxwell_cadman1333@twace.org;07 59 96 47 10;06 82 24 43 86;07 45 19 67 95;;;-1.6879873;47.7621582;Non;S
17/10/2021 08:50;Actif;1;415354D;Mme;WATSON;RUBY;04/29/1979;FR;Femme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;17/10/2021;31/08/2022;17/10/2021;17/10/2021;18/10/2021;Editee;Aucun;C;Cadet;Arc Classique;;;;;;13/10/2021;Non contre ind. compétition;;;;;20 RUE DE RENNES;;35522;MELESSE;FRANCE;35522;ruby_watson4302@gembat.biz;;06 26 95 72 55;07 35 92 37 58;;;;-1.6973015;48.2162832;Oui;
17/10/2021 08:58;Actif;1;346239X;M.;COLLINS;JULIUS;04/29/1979;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;60,75;Non;Non;Assurance;ASSUR;;;L;ADULTE Pratique en club;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;17/10/2021;31/08/2022;17/10/2021;17/10/2021;18/10/2021;Editee;Aucun;S2;Sénior 2;Arc Classique;;01/10/2021;Non contre indication Pratique;D Chatel Marion;10101253978;;;;;;;;17 RUE NATIONALE;35190;SAINT-DOMINEUC;FRANCE;35190;julius_collins3219@guentu.biz;julius_collins3219@guentu.biz;06 59 13 13 62;07 20 15 86 91;;06 39 10 28 16;;-1.8750562;48.3712812;Oui;L
18/10/2021 06:06;Actif;1;376581A;Mme;LYNCH;SARAH;07/22/1949;FR;Femme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;18/10/2021;31/08/2022;18/10/2021;18/10/2021;19/10/2021;Editee;Aucun;S2;Sénior 2;Arc Classique;;;;;;13/10/2021;Non contre ind. compétition;;;;;PLACE DE LA MAIRIE;;35651;LE RHEU CEDEX;FRANCE;35651;sarah_lynch4328@eirey.tech;;07 57 16 74 20;06 35 58 74 42;;;;-1.795384;48.101097;Non;S
19/10/2021 11:56;Actif;1;915584G;M.;DILLON;BENJAMIN;07/22/1949;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;19/10/2021;31/08/2022;19/10/2021;19/10/2021;15/11/2021;Editee;Aucun;S1;Sénior 1;Arc à Poulies;;;;;;23/09/2019;Non contre ind. compétition;;;;;;1 SQUARE DE LA MAIRIE;35140;SAINT-HILAIRE-DES-LANDES;FRANCE;35140;benjamin_dillon98@infotech44.tech;;06 91 85 28 18;07 23 58 69 21;06 80 50 32 80;;;-1.3561202;48.3515187;Oui;S
23/10/2021 10:02;Actif;1;609456T;Mme;STEWART;SONYA;02/16/1964;FR;Femme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;23/10/2021;31/08/2022;23/10/2021;23/10/2021;24/10/2021;Editee;Aucun;B;Benjamin;Arc Classique;;;;;;23/10/2021;Non contre ind. compétition;;;;;;11 RUE DE LA CORDONNERIE;35560;NOYAL-SOUS-BAZOUGES;FRANCE;35560;sonya_stewart5390@guentu.biz;sonya_stewart5390@guentu.biz;07 75 39 79 92;06 12 20 91 27;;;;-1.624752;48.413466;Oui;
23/10/2021 10:08;Actif;1;663601I;Mme;ROSS;ISLA;02/16/1964;FR;Femme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;29,75;Non;Non;Assurance;ASSUR;;;P;Poussin;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;23/10/2021;31/08/2022;23/10/2021;23/10/2021;24/10/2021;Editee;Aucun;P;Poussin;Arc Classique;;;;;;23/10/2021;Non contre ind. compétition;;;;;;19 RUE DE LARIBOISIÈRE;35420;LOUVIGNÉ-DU-DÉSERT;FRANCE;35420;isla_ross8283@twace.org;isla_ross8283@twace.org;07 73 62 45 76;06 63 66 47 34;;06 83 37 15 89;;-1.12291002274;48.4815177917;Oui;
24/10/2021 12:30;Actif;1;323966E;M.;SWIFT;RYAN;02/14/1984;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;CREATION;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;24/10/2021;31/08/2022;24/10/2021;24/10/2021;25/10/2021;Editee;Aucun;B;Benjamin;Arc Classique;;;;;;24/10/2021;Non contre ind. compétition;;;;;2 PLACE CONSTANT-GENDROT;;35190;MINIAC-SOUS-BÉCHEREL;FRANCE;35190;ryan_swift8789@typill.biz;ryan_swift8789@typill.biz;06 77 42 51 54;07 89 73 63 69;06 79 41 71 26;07 40 23 99 66;;-1.930957;48.284055;Oui;
24/10/2021 09:02;Actif;1;672313T;M.;CLARK;ABDUL;02/14/1984;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;24/10/2021;31/08/2022;24/10/2021;24/10/2021;25/10/2021;Editee;Aucun;S1;Sénior 1;Arc Classique;;;;;;08/10/2021;Non contre ind. compétition;;;;;1 RUE ABBÉ-CORBE;;35550;SAINT-JUST;FRANCE;35550;abdul_clark5921@deons.tech;abdul_clark5921@deons.tech;06 63 99 88 98;06 52 52 91 48;07 18 66 98 57;;;-1.9620876;47.7649437;Oui;L
24/10/2021 09:11;Actif;1;217704T;M.;HAMILTON;JOHNATHAN;02/14/1984;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;24/10/2021;31/08/2022;24/10/2021;24/10/2021;25/10/2021;Editee;Aucun;S2;Sénior 2;Arc Classique;;;;;;16/09/2020;Non contre ind. compétition;;;;;44 AVENUE ANDRÉ-BONNIN;;35574;CHANTEPIE CEDEX;FRANCE;35574;johnathan_hamilton4854@grannar.com;;07 70 63 97 85;06 22 86 97 39;07 63 77 18 64;;;-1.62008798122;48.0886764526;Oui;L
25/10/2021 11:47;Actif;1;113239W;M.;BRYSON;BARRY;02/14/1984;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;68,75;Non;Non;Assurance;ASSUR;;;A;ADULTE Pratique en compétition;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;25/10/2021;31/08/2022;25/10/2021;25/10/2021;26/10/2021;Editee;Aucun;S2;Sénior 2;Arc Classique;;;;;;29/09/2019;Non contre ind. compétition;;;;;2 RUE ONFFROY-DE-LA-ROSIÈRE;;35550;SIXT-SUR-AFF;FRANCE;35550;barry_bryson3607@famism.biz;barry_bryson3607@famism.biz;06 58 20 29 44;07 75 46 21 30;06 36 19 53 59;06 60 93 83 58;;-2.08014011383;47.7760009766;Oui;L
25/10/2021 11:50;Actif;1;191907J;M.;VILLIGER;ROGER;07/20/1965;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.008;01/10/2021;01/11/2021;Paye;25/10/2021;31/08/2022;25/10/2021;25/10/2021;26/10/2021;Editee;Aucun;C;Cadet;Arc Classique;;;;;;25/10/2021;Non contre ind. compétition;;;;;1 RUE CHATEAUBRIAND;;35320;LE SEL-DE-BRETAGNE;FRANCE;35320;roger_villiger2984@mafthy.com;roger_villiger2984@mafthy.com;07 96 63 85 23;06 28 38 87 93;;;;-1.6089891;47.8952064;Oui;S
02/11/2021 08:59;Actif;1;899464M;M.;WILCOX;RUSSEL;03/28/1964;FR;Homme;335073;LES ARCHERS DE LIFFRE;LIFFRE;35000;COMITE DEPARTEMENTAL ILLE ET VILAINE;CR03;COMITE REGIONAL DE BRETAGNE;FFTA;2022;;38,75;Non;Non;Assurance;ASSUR;;;J;Jeune;;RENOUVELLEMENT;LIC;Licences;0000002477.21.22.009;01/11/2021;01/12/2021;Paye;02/11/2021;31/08/2022;02/11/2021;02/11/2021;03/11/2021;Editee;Aucun;C;Cadet;Arc Nu;;;;;;02/11/2021;Non contre ind. compétition;;;;;1 RUE ANNE-RENÉ-THÉBAULT;;35490;ROMAZY;FRANCE;35490;russel_wilcox6692@tonsy.org;;06 41 50 20 42;07 66 15 56 58;07 10 30 73 27;;;-1.49783802032;48.3763580322;Oui;S
